ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaulter
13882,90000,2,1,2,29,1,2,0,0,0,0,9370,9078,10267,10350,10564,10771,0,1500,550,529,531,550,1
13884,740000,2,2,1,35,2,-1,-1,-1,-1,-1,960,8154,1477,15713,8988,25449,8229,1487,15754,9012,25596,7003,1
13885,300000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
13893,20000,2,2,2,26,2,2,2,0,0,0,19017,20018,19384,19405,19978,19791,1600,0,600,847,670,483,1
13896,20000,1,2,1,50,1,2,0,0,2,0,1065,675,1285,1895,1340,950,0,1000,1000,0,0,450,1
13897,110000,2,2,2,31,2,0,0,0,0,2,1472,2785,5496,7496,9298,3340,1500,3000,2000,2000,0,93665,1
13903,180000,2,3,1,43,1,-1,-1,-1,-1,-1,0,2602,498,498,1835,11337,2602,498,498,1835,10000,380,1
13905,50000,2,1,2,26,3,2,2,2,2,0,27056,27031,28317,28568,27302,28171,700,2062,969,700,1500,1500,1
13911,90000,2,3,1,33,0,0,0,0,0,0,86960,85585,87235,84511,84488,86184,3200,3114,3000,3100,3100,3500,1
13917,390000,2,1,2,35,0,0,0,0,0,0,245997,243904,244361,243287,247613,246330,10800,9110,10000,9200,9000,15000,1
13923,40000,2,1,2,24,0,0,0,0,2,0,35225,35939,36606,38687,37296,38181,1933,1600,3000,0,1500,1500,1
13926,240000,2,1,2,26,-1,2,-1,-1,0,-1,1611,1435,2236,3166,1925,3326,14,2236,3166,0,3326,490,1
13942,50000,1,3,1,49,0,0,0,-2,-2,-2,50180,51400,0,0,0,0,2400,0,0,0,0,0,1
13944,30000,2,3,2,50,-1,-1,2,-1,-1,-2,178,1860,940,1110,0,0,1860,0,1110,0,0,0,1
13949,300000,2,1,1,26,-1,-1,0,0,-1,-1,1946,2612,3408,1908,1108,530,2612,1914,0,1108,530,100,1
13952,130000,2,3,1,34,1,2,2,2,2,0,126701,129388,130768,131858,125874,127988,6200,5000,4732,0,5000,5000,1
13957,70000,2,3,1,46,0,0,0,2,2,2,11332,12093,13891,13371,14654,14271,1250,2000,0,1500,0,600,1
13963,30000,2,3,1,54,2,2,2,0,0,2,23498,26400,25682,26155,27972,27374,3600,0,1200,2400,0,2300,1
13967,40000,2,3,1,55,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
13969,240000,1,2,2,25,2,0,0,0,0,0,178878,181717,165662,144277,112210,116047,6095,4729,5682,5500,5000,16290,1
13973,50000,2,2,2,24,-1,-1,-2,-2,-2,-2,2675,0,0,0,0,0,0,0,0,0,0,0,1
13980,50000,2,3,1,42,0,0,0,0,0,0,50427,48115,46991,47276,47870,47865,6506,2607,3312,13107,2648,0,1
13992,230000,1,1,1,46,2,2,2,2,2,0,193112,197039,200300,203018,199689,202833,8500,8000,7500,0,6622,20200,1
13993,20000,1,2,2,30,1,2,0,0,2,0,17819,17244,18938,19836,19390,19664,0,2000,1500,0,1000,1500,1
13995,160000,2,1,2,36,-1,3,2,-1,2,-1,598,598,168,1449,916,2133,0,0,1449,0,2133,0,1
13998,90000,1,3,1,31,1,2,2,3,5,5,63276,61693,75670,83772,83401,81487,0,15000,10000,1500,0,1500,1
14008,20000,2,1,2,29,-1,-1,-2,-1,0,-1,3417,-802,-1282,1718,1238,1831,4,0,3000,0,1831,1500,1
14014,150000,1,2,1,37,0,0,0,0,0,0,27707,28434,29356,30777,32193,32589,1477,1489,2000,2000,1169,1194,1
14018,50000,1,2,2,45,3,2,3,2,4,3,25867,29133,28371,31208,30149,29375,4000,0,3600,0,0,0,1
14021,500000,2,1,1,39,-2,-2,-2,-2,-2,-2,3220,0,15040,35498,19508,21199,0,15040,35498,19508,21199,10894,1
14026,50000,1,2,1,31,0,0,0,2,2,2,42159,43172,46450,45402,48677,47740,2000,4000,0,4000,0,2300,1
14031,50000,2,2,1,31,0,0,0,2,0,0,45074,46546,48945,47994,48704,41189,2201,3600,0,1500,1500,1531,1
14035,180000,2,2,2,36,0,0,0,0,0,2,161159,151558,154648,156584,166960,164012,7000,7100,6000,13100,0,6000,1
14037,20000,1,2,2,25,-1,3,2,2,-2,-2,11657,11045,2160,0,0,0,0,21,10800,0,0,0,1
14043,110000,2,3,2,27,0,0,0,2,0,0,28686,32765,27864,25691,28257,24161,5000,7000,0,10000,4161,5000,1
14045,80000,2,1,1,45,1,2,0,0,2,0,74081,72329,74409,78180,76831,79570,0,3300,5600,0,4000,4000,1
14050,100000,2,1,1,45,1,-1,-1,-2,-2,-2,0,5220,0,0,0,0,5220,0,0,0,0,0,1
14063,30000,1,2,2,26,3,3,2,2,2,2,12894,12404,12408,11912,13707,14328,0,500,0,2000,1000,1000,1
14064,120000,1,1,2,31,-1,-1,-1,-1,-1,-1,1316,1316,1316,533,4116,9834,1316,1316,533,4116,9834,7100,1
14065,200000,1,1,2,38,-2,-2,-2,-2,-2,-2,3388,-12,1081,1884,2089,7097,0,1093,1893,2097,7132,488,1
14072,100000,2,2,2,24,2,0,0,2,2,-1,17938,20486,21644,9209,6495,78080,2842,3000,0,6000,80900,0,1
14073,320000,1,1,1,43,-1,0,0,0,0,0,18625,28143,32159,31851,3105,-45,10000,5000,0,0,0,0,1
14075,90000,2,1,2,28,1,2,2,2,2,0,56889,55407,64428,64767,65579,67328,0,10000,2000,2000,3000,3000,1
14082,80000,1,1,1,41,2,2,2,2,2,2,79950,82956,83656,84457,83897,80159,4900,3000,3000,3100,0,11000,1
14084,600000,1,2,1,50,0,0,0,0,0,0,225274,230414,237135,241033,246081,250971,8773,10561,8629,8934,8984,9306,1
14085,200000,2,2,2,36,2,2,2,2,2,2,76308,78669,75995,79781,81533,80243,4000,0,5500,3000,0,6100,1
14097,20000,1,2,1,61,1,2,2,2,3,2,12961,13668,13145,15023,14510,13854,1209,0,2087,0,550,0,1
14099,20000,1,2,1,45,2,2,0,0,0,0,21136,20043,20192,19459,36290,19774,11,2505,2000,3000,1203,500,1
14114,50000,2,2,2,23,2,2,-2,-2,-2,-1,4338,0,0,0,0,74,0,0,0,0,74,390,1
14116,50000,2,2,1,39,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1
14128,150000,1,1,2,28,0,0,0,0,0,-2,6065,9606,3425,3425,0,0,5000,1000,0,0,0,53082,1
14133,220000,2,2,1,33,2,2,0,0,0,0,223904,211137,197721,181231,182649,182644,0,8240,6549,6605,6490,6319,1
14140,20000,2,2,1,50,2,-1,2,-1,-1,2,390,780,390,549,1320,780,780,0,549,1320,0,0,1
14142,30000,1,1,2,28,0,0,0,0,2,0,10480,11503,12513,13804,13442,14066,1199,1209,1500,0,1000,1500,1
14144,50000,2,3,1,25,2,0,0,0,0,-1,49805,50654,41776,17083,9412,1038,2025,2062,2016,1022,1388,19000,1
14145,500000,2,1,2,28,2,0,0,2,0,0,98541,102052,111690,78070,78376,80912,6000,13151,0,3000,5000,10000,1
14151,50000,1,1,1,41,1,2,0,0,0,0,48063,46565,38617,8999,8870,5876,0,1906,500,500,300,1000,1
14159,210000,2,1,1,50,-1,-1,-1,-1,-1,-1,90,90,90,90,180,90,90,90,90,180,0,90,1
14160,220000,2,1,2,36,-1,-1,-1,-1,-1,-1,5385,5337,5484,5342,5618,5236,5363,5511,5368,5646,5262,3894,1
14161,120000,2,1,1,38,-1,-1,-1,-1,-1,-1,980,4000,1000,0,19100,0,4000,1000,0,19100,0,0,1
14162,50000,1,2,2,25,-1,3,2,0,0,0,10695,10386,9993,9993,15300,0,0,0,200,5307,0,0,1
14168,100000,2,2,2,28,-1,-1,-1,-1,-1,-1,1215,1042,1042,1004,1612,622,1042,1042,1004,1650,622,622,1
14172,50000,1,2,3,35,0,0,0,0,0,0,4943,49411,48859,10076,8442,8610,45200,1285,332,306,308,173,1
14175,250000,1,2,1,52,2,2,2,0,0,2,29086,33288,32459,34600,36539,38287,5000,0,3000,2500,2500,0,1
14177,60000,2,3,1,44,2,0,0,0,0,0,32202,29503,29538,29971,29798,28679,1802,1737,1170,1189,1230,1100,1
14179,90000,2,2,1,41,1,1,-2,-2,-2,-2,28636,-2364,-2364,-2364,-2364,-2364,0,0,0,0,0,0,1
14180,150000,1,2,2,23,0,0,-1,0,0,0,151686,147474,7474,8173,87500,89731,3000,120000,823,80000,3684,4500,1
14182,120000,1,2,1,52,0,0,0,0,0,0,125022,127457,121408,119070,121696,119138,4509,9496,4252,4535,4304,4536,1
14187,120000,1,2,1,51,0,0,0,0,0,2,115771,118818,119395,108802,99988,84253,5829,5900,4100,7100,0,17400,1
14192,80000,2,1,1,38,2,-1,0,0,-1,0,389,754,1965,390,985,370,755,1800,0,985,0,399,1
14195,340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,318240,289763,15917,10126,1000,10521,279000,11000,1
14196,170000,1,1,2,30,-2,-2,-2,-2,-2,-2,740,740,740,740,740,740,740,740,740,740,740,740,1
14202,180000,2,1,2,30,0,0,2,0,0,0,174847,181556,94532,22800,96940,99550,12151,0,2000,75206,4110,1807,1
14204,140000,2,2,1,27,0,0,0,0,0,0,125273,125756,111799,107375,104299,106280,6000,6000,3910,3936,3871,3841,1
14205,30000,2,1,2,24,0,-1,2,-1,0,0,2880,3285,2280,248,248,-150,3285,0,248,0,0,0,1
14212,190000,2,2,2,39,0,0,0,0,2,0,70396,65185,53691,56997,55956,58020,5000,2000,4200,0,3000,9000,1
14215,30000,2,3,2,50,-1,-1,-2,-2,-2,-2,665,0,0,0,0,0,0,0,0,0,0,0,1
14217,70000,2,1,1,38,0,0,0,2,2,2,64839,65184,69361,69836,71179,69484,2400,5700,2600,3000,0,2800,1
14220,130000,2,1,2,26,0,0,0,0,0,0,7852,8871,9883,10079,10289,10495,1152,1164,360,372,376,540,1
14221,70000,2,2,2,42,2,2,2,2,2,2,44689,45669,46621,45573,48678,47744,2000,2000,0,4000,0,2000,1
14226,50000,1,3,2,29,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
14227,20000,1,2,2,24,1,2,0,0,0,2,16981,16424,17242,18448,19495,20026,0,1400,1500,1500,1000,0,1
14231,70000,2,3,1,47,0,0,0,0,0,0,70798,69923,66375,63639,64973,66391,2500,2350,2300,2360,2500,2300,1
14238,500000,1,1,2,41,-1,-1,-1,0,0,-1,326,628,6290,11604,24679,8642,628,6290,6000,14000,8642,326,1
14245,10000,1,2,1,50,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
14248,210000,2,1,2,33,0,0,-2,-2,-2,-2,6309,0,0,0,0,0,0,0,0,0,0,0,1
14252,100000,2,2,1,26,2,0,0,0,0,0,97361,96265,49380,29152,28832,29949,4732,1500,1500,1500,1500,1964,1
14259,50000,1,1,2,27,2,2,2,2,2,2,6291,6045,7487,7218,7800,7526,0,1550,0,700,0,800,1
14262,20000,1,3,1,57,-1,-1,-1,-1,0,0,390,390,390,21515,2942,0,390,390,10728,59,0,0,1
14271,160000,2,1,1,40,-1,-1,-1,-1,0,-1,326,326,326,652,326,476,326,326,652,0,476,326,1
14273,60000,2,2,3,49,0,0,2,2,0,0,59902,61336,61792,57619,12996,2054,3400,4500,17,500,1500,1000,1
14277,10000,1,2,2,38,0,0,0,0,0,0,7955,7976,8985,9164,9356,9593,1140,1149,328,340,393,192,1
14279,50000,2,5,1,33,2,0,-1,2,0,0,24890,25440,26191,25193,25742,27171,1925,28293,0,1100,2030,0,1
14280,220000,2,2,2,27,-1,-1,-1,-1,0,-1,1051,735,419,1470,1154,735,735,419,1470,0,735,2205,1
14281,140000,1,3,1,38,2,2,2,2,2,2,110674,131306,127701,135551,135859,134687,22500,0,10000,2600,2300,5300,1
14289,80000,2,2,1,45,3,2,2,0,0,0,34282,35006,34144,34820,35553,36258,1567,0,1243,1291,1297,1500,1
14293,50000,2,2,2,23,0,0,-1,-1,2,0,16621,8044,917,18353,35836,18320,1037,917,18436,0,699,580,1
14294,160000,2,2,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14295,20000,1,2,2,24,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
14310,50000,2,1,2,22,-1,0,0,0,0,0,45107,30617,22324,18587,20316,18271,2000,2000,1000,2000,1000,2950,1
14312,210000,2,2,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,1
14313,300000,2,1,1,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14314,60000,2,2,2,23,0,0,0,0,0,0,55765,56619,54636,18293,18107,18803,2600,1500,1000,1000,1000,3000,1
14315,80000,1,2,1,60,2,2,2,2,2,2,48463,49484,50372,51246,52279,53069,2100,2000,2000,2000,1800,1000,1
14329,500000,2,2,1,64,1,-1,-1,-1,-1,-1,493,1086,731,561,618,991,1086,731,561,618,991,933,1
14331,150000,2,3,1,46,2,2,2,2,2,0,11164,11713,11759,12453,12147,12254,1000,500,850,0,400,400,1
14334,50000,2,1,2,27,1,2,2,0,-1,2,2238,3057,1879,889,2399,1225,2000,0,0,2500,0,1300,1
14340,390000,1,1,1,36,1,-1,-1,-1,-1,-1,0,250,79,79,290,106,250,79,0,290,106,66,1
14346,30000,1,3,2,28,1,2,2,2,0,0,25554,28031,28345,27591,28218,29880,3204,1068,0,1068,2136,600,1
14348,20000,1,2,2,47,2,0,0,0,0,0,19401,19670,19839,20236,19807,19843,1331,2000,688,1000,1500,700,1
14350,340000,1,2,1,43,1,-2,-2,-2,-2,-2,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,1
14352,440000,1,3,1,38,2,-1,2,-1,-1,-1,775,1550,775,775,925,775,1551,1,776,926,776,776,1
14355,20000,1,2,2,43,1,2,0,0,0,0,20251,19637,19539,20080,18855,20130,0,2000,841,696,1600,0,1
14363,200000,1,2,2,33,0,0,0,0,0,0,6195,2645,3416,3916,4248,5068,1300,1000,500,500,1000,1000,1
14364,20000,1,2,2,46,0,0,0,-2,-2,-2,19401,20650,0,0,0,0,1650,0,0,0,0,0,1
14366,90000,2,1,2,26,2,0,0,0,0,0,89526,89149,85301,65463,65923,67269,3400,3325,2300,2400,2400,2400,1
14367,130000,1,3,1,56,-1,-1,-1,0,-1,-1,582,0,582,291,441,441,0,582,0,441,441,291,1
14368,100000,1,1,1,51,2,2,2,2,2,2,87603,93461,95022,95972,98283,97819,8200,4000,3400,4000,1600,2000,1
14374,50000,2,1,2,24,-1,-1,-1,-1,-1,-1,1354,1050,-1,7999,-66,6784,1054,0,8000,0,6850,11000,1
14379,50000,1,3,2,26,2,0,0,2,2,2,41827,42650,45930,44891,47654,48721,1800,4000,0,3500,2000,0,1
14393,80000,1,1,1,41,3,2,2,2,2,0,7866,8788,8498,9155,8864,9215,1200,0,800,0,500,900,1
14394,30000,1,3,2,42,1,2,0,0,0,0,13347,12843,13850,14125,14423,14516,0,1227,502,522,521,521,1
14398,80000,2,1,1,54,2,2,2,0,0,0,12894,15449,14909,14915,15382,16374,3084,0,550,707,1400,200,1
14403,70000,1,1,2,26,0,0,0,0,0,0,6121,7064,8143,8507,8869,9220,1200,1200,500,500,500,500,1
14408,30000,2,1,2,23,2,0,0,0,0,0,14546,15570,16882,16911,17416,17608,1265,1577,606,778,630,653,1
14410,210000,2,1,1,39,-1,-1,-1,-1,-1,-1,4443,3569,1737,2433,3115,3899,3569,1737,2433,3115,3899,2460,1
14411,10000,1,3,2,24,1,3,2,3,2,0,5530,5792,6050,5808,5569,5876,500,500,0,0,400,364,1
14415,20000,2,1,2,22,1,2,2,0,0,-2,21672,22031,21247,7475,0,0,1000,18,300,0,0,0,1
14420,440000,2,2,1,45,-1,-1,-1,3,2,2,600,-420,417,2217,1321,8879,0,1937,1800,0,8480,0,1
14429,30000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
14435,10000,1,2,2,32,1,2,0,0,0,0,9001,8322,8630,8630,7850,8150,0,1400,0,0,1600,0,1
14438,50000,2,2,1,25,0,0,0,0,0,0,16221,18965,19602,22156,22732,11378,3000,1500,4600,1000,600,258,1
14440,50000,2,1,2,31,3,3,4,3,2,5,27166,30190,29421,28652,34032,32913,3769,0,0,6000,0,0,1
14446,60000,2,2,2,24,1,2,0,0,0,0,60425,57786,55272,55925,57063,48228,28,2500,2000,2030,2100,3500,1
14447,80000,1,1,2,39,2,0,0,2,2,0,62281,63774,68204,69484,68247,71110,2500,5500,3000,0,4000,2500,1
14453,50000,1,2,2,31,0,0,0,0,2,0,48548,49579,27496,20414,19978,18547,2032,1304,1500,0,868,1000,1
14455,150000,2,3,2,40,0,-1,-1,0,-1,0,95943,1473,1863,390,772,382,32153,1863,0,772,0,398,1
14458,10000,1,2,3,28,0,0,0,0,0,0,5757,6805,7662,8034,8256,8957,1300,1128,500,500,1000,500,1
14468,60000,1,2,1,37,1,2,3,4,4,3,22007,24360,26647,27912,26889,29140,3000,3000,2000,0,3000,3000,1
14471,220000,1,1,1,48,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,1
14472,110000,2,2,2,28,2,2,2,2,2,2,86774,88702,89655,90593,89025,94509,4200,3300,3300,0,7000,2300,1
14481,50000,1,2,1,29,0,0,0,0,0,0,49660,47359,45517,29699,28877,29531,2000,1500,2000,1100,2000,12000,1
14484,20000,1,1,2,34,1,2,0,0,0,0,8834,7499,8147,7247,4617,0,1000,1000,1300,1500,1680,0,1
14497,60000,1,2,1,56,0,0,0,0,0,0,26344,26382,27046,27187,27372,27549,1446,1500,960,1000,1027,860,1
14501,240000,2,2,1,29,0,0,2,2,2,0,198128,211417,206386,219111,211373,211215,16500,0,16007,7,8229,7621,1
14504,50000,2,2,2,23,0,0,0,2,0,0,16370,15373,12065,10199,9261,6816,1524,2588,0,284,1000,1000,1
14519,20000,1,3,1,42,2,2,2,-2,-2,-2,13053,4078,0,0,0,0,16,0,0,0,0,0,1
14520,300000,1,2,1,38,-1,-1,-1,0,0,-1,374,1685,1485,990,495,495,2000,1485,0,0,495,495,1
14522,160000,1,1,2,33,1,-1,2,0,0,-1,-77,1598,1097,772,447,797,2000,0,0,0,1000,0,1
14531,30000,1,2,3,44,0,0,0,0,0,0,6289,9331,12380,15158,15760,18985,3173,3222,3000,1000,3500,2000,1
14535,130000,1,2,2,31,0,0,2,0,-1,-1,48628,52379,31247,40047,12450,2294,5207,0,9000,12450,2294,0,1
14538,60000,1,3,2,29,0,0,0,0,0,0,4511,5529,6544,7093,7973,9038,1096,1111,660,1000,1200,0,1
14542,50000,2,1,2,31,2,2,3,2,0,0,48903,53997,52298,50778,48055,45704,6500,0,0,3130,2532,1700,1
14543,50000,1,2,1,38,2,0,0,2,2,2,27686,28436,31051,31542,32185,32900,1500,3100,1300,1300,1400,1300,1
14545,80000,1,2,1,46,0,0,0,0,0,0,81283,80390,79080,77850,80330,80000,2892,3000,5390,4106,3000,0,1
14547,140000,2,2,1,35,1,2,0,0,2,2,130215,126720,128116,136956,134665,142199,0,5000,11000,0,10000,0,1
14550,200000,2,1,2,31,-1,-1,-1,-1,-1,-1,4138,790,1230,390,390,390,790,1230,390,390,390,390,1
14554,450000,1,2,2,30,0,0,0,0,0,0,610723,555086,497132,514249,462666,472480,20200,18000,25135,432130,17000,20000,1
14561,160000,1,1,2,31,0,0,0,0,0,0,157303,161498,153226,78511,9808,8358,8055,5045,2280,305,2000,2000,1
14563,240000,2,2,1,39,4,3,2,2,2,2,47739,46712,45660,48905,47993,52015,0,0,4000,0,5000,2000,1
14564,20000,1,2,2,24,0,0,2,0,0,-1,12549,11552,6622,6232,390,930,2319,0,0,0,930,0,1
14567,200000,1,1,3,50,3,2,2,2,0,0,176077,179769,178358,177340,181281,191644,8000,3000,3400,6800,13600,5900,1
14569,80000,2,1,2,34,0,0,2,2,0,0,75517,77078,73783,68909,66308,60687,6000,2000,0,5065,6235,3000,1
14570,20000,2,3,1,61,2,2,2,2,0,0,2730,5461,6218,5970,8945,9896,2800,1000,0,3100,1100,0,1
14573,130000,1,1,1,34,0,0,0,0,0,0,128846,130525,74745,68597,54774,53728,5170,2584,4000,2006,2000,2004,1
14582,130000,2,1,2,47,2,2,2,2,2,2,18454,21121,20484,22145,21652,23138,2976,0,2000,0,2000,0,1
14584,60000,2,3,1,43,2,2,-2,-2,-2,-1,4703,0,0,0,0,992,0,0,0,0,992,14000,1
14586,110000,2,1,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14587,320000,2,1,2,27,1,-1,2,2,-2,-2,0,638,500,0,0,0,638,0,0,0,0,0,1
14599,200000,2,2,1,35,2,0,0,0,0,0,51609,53165,55285,57370,59454,63461,3000,3000,3000,3000,5000,0,1
14610,50000,1,2,2,22,0,0,0,0,0,0,34033,34622,19993,18852,18020,18537,1342,1500,700,651,1000,1000,1
14615,10000,1,3,2,29,2,2,6,6,6,6,142,142,142,142,142,142,0,0,0,0,0,0,1
14624,30000,2,2,2,23,1,2,2,2,2,2,28850,28102,30324,27446,29329,29720,0,2700,0,2300,1000,0,1
14629,30000,1,2,2,38,0,0,0,0,0,0,20996,25607,26813,25868,25418,27572,5000,2000,1089,3000,5000,0,1
14631,10000,1,2,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,1
14638,10000,2,3,3,52,2,0,0,2,0,0,9970,9625,9622,7773,5968,5380,2001,1801,0,700,1300,3200,1
14650,200000,1,1,2,33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441,15000,6800,6500,6600,6600,5200,1
14653,30000,1,2,2,25,2,2,2,2,2,2,14420,15390,14846,16098,15700,16784,1500,0,1500,0,1500,0,1
14666,20000,1,2,1,47,0,0,0,0,0,0,14835,16605,19160,14506,12839,8495,3000,3000,5000,5000,3000,511,1
14672,210000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14691,50000,1,2,1,37,0,0,0,0,0,0,49045,50174,43647,19305,20025,18584,2000,2000,1000,1000,1000,1000,1
14692,20000,1,2,2,28,2,2,2,2,2,2,12762,12272,14255,13729,14706,14320,0,2500,0,1200,0,1500,1
14693,170000,1,2,1,34,1,2,2,2,2,0,91450,90486,86004,64363,55912,54500,3400,0,3957,0,2200,1300,1
14695,200000,2,2,2,30,-1,0,0,-1,-1,-1,11916,23694,26397,12674,14068,6468,12366,11000,12674,14445,6867,399,1
14696,30000,2,3,1,59,1,2,2,2,2,0,28084,29299,28741,30467,29858,28898,1950,200,2492,0,580,0,1
14698,360000,2,2,2,28,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,1
14706,180000,1,1,2,30,1,-1,-1,-2,-2,-2,0,1186,0,0,0,0,1186,0,0,0,0,0,1
14707,100000,1,2,2,34,2,2,2,2,2,2,32685,36546,37152,36258,38512,37741,4400,1500,0,3000,0,4000,1
14708,30000,1,1,2,30,1,2,2,2,0,0,21996,21356,23496,22820,23352,23963,0,2500,0,900,1000,1200,1
14721,360000,1,1,2,29,-1,2,-1,0,0,-1,6167,3506,10845,8336,5878,12903,17,10859,380,187,12966,1038,1
14723,80000,2,3,1,30,2,2,2,2,2,2,41687,42719,43018,44013,45058,46068,2000,1300,2000,1900,1900,0,1
14728,110000,2,2,1,46,0,0,0,0,0,0,110950,111750,111227,110849,110575,110394,4088,3912,3888,3975,4162,3945,1
14729,110000,1,2,1,30,0,0,3,2,2,2,57503,66128,64477,65413,66520,68270,9600,0,2600,2300,3000,5200,1
14734,30000,2,2,2,25,2,0,0,0,0,0,10343,11069,12082,12473,12623,27460,1200,1201,592,500,1500,0,1
14742,50000,1,3,2,31,-1,-1,-1,-2,-2,-2,44461,8635,-2550,-3300,-3300,-3300,1000,0,0,0,0,0,1
14747,230000,1,1,1,46,-1,-1,-1,0,0,0,519,518,2784,2360,1908,97,518,2784,32,0,0,0,1
14756,200000,2,1,1,64,-1,-1,-1,0,0,-1,2035,1261,69048,3352,1992,1176,1261,69054,2000,0,1176,11099,1
14761,20000,2,3,1,42,2,0,0,0,2,2,20205,16882,18094,19592,19930,20353,1500,1500,1800,800,900,36,1
14764,220000,2,2,1,36,2,2,2,0,0,0,195725,197466,189149,187531,187856,186532,8200,0,7000,7000,7200,23700,1
14767,150000,2,1,2,29,-2,-2,-2,-2,-2,-2,2889,3469,1791,570,0,0,3469,1791,570,0,0,399,1
14771,160000,2,2,1,40,-2,-2,-2,-2,-2,-2,766,766,766,766,0,27547,766,766,766,0,27547,20238,1
14779,250000,2,2,2,24,2,0,0,0,0,0,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,1
14780,30000,2,1,2,25,0,0,0,0,0,-2,25115,26287,26602,21000,0,0,1886,1620,0,0,0,0,1
14784,320000,2,2,2,36,-2,-2,-2,-2,-2,-2,29862,33785,4900,15813,0,0,5000,4905,15873,0,0,21657,1
14786,20000,1,2,2,29,0,0,0,0,0,-2,3785,4871,7817,7977,0,0,1154,3100,160,0,0,0,1
14787,30000,1,1,2,25,0,0,0,0,0,0,19041,20232,21293,22040,22786,23410,1500,1400,1100,1100,1003,2000,1
14792,10000,2,3,1,51,2,2,-2,-2,-2,-1,103,-677,-677,-1067,-747,71,0,0,0,1100,818,1418,1
14794,20000,1,1,2,25,2,2,4,4,3,2,2902,6888,7638,7388,6991,33327,4200,1000,0,0,27150,900,1
14797,50000,2,3,1,43,2,2,2,2,2,2,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,1
14801,110000,1,3,2,36,-1,-1,-1,-2,-2,-2,2509,1260,0,0,0,0,1260,0,0,0,0,0,1
14805,60000,1,2,1,49,0,0,0,0,0,0,59578,66781,65508,17677,19481,19205,22000,2188,2501,2512,4005,2604,1
14809,170000,1,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,1
14810,130000,1,1,1,45,2,0,0,2,2,2,53709,55244,58716,57174,61240,61284,3000,5000,0,5000,1200,3000,1
14813,10000,2,2,1,49,0,0,0,0,0,0,3100,4116,5280,5543,5605,5717,1073,1237,500,300,205,300,1
14821,30000,1,3,2,34,2,2,2,0,0,0,24367,28682,27922,28632,29075,30891,4723,0,1173,1056,2300,0,1
14823,80000,2,1,1,35,-1,-1,-2,-2,-1,-1,1000,0,0,0,490,707,0,0,0,490,707,450,1
14825,20000,1,3,2,26,2,0,0,0,0,0,14081,15835,16985,19985,9421,9764,2000,2000,3000,1000,500,1000,1
14826,200000,2,2,1,34,-1,0,-1,-1,-1,-1,795,1795,3618,0,1496,0,1000,3618,0,1496,0,0,1
14833,120000,2,2,1,41,2,0,0,0,0,2,36850,40232,41256,44063,46686,48768,4000,2000,3500,3500,3000,0,1
14834,30000,1,3,2,50,2,0,0,0,0,0,46868,42397,38569,33570,19895,30125,1800,2200,1400,2000,30000,997,1
14837,280000,2,1,1,46,-1,-1,-1,-1,-1,-1,11967,183,1699,0,2722,0,183,1699,0,2722,0,1041,1
14843,160000,2,1,1,28,1,3,2,0,0,0,4529,4269,1170,780,780,0,0,0,0,0,0,0,1
14844,100000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14847,360000,1,1,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
